corpID	docID	sentNo	paragNo	aPos	ID	text	luID	luName	frameID	frameName	status	aID	start	end	cBy	target
205	23724	1	1	0	4101621	Subject : City of Pasadena	null	null	null	null	UNANN	6545379	null	null	null	null
205	23724	1	2	0	4101622	X-From : Parker , Megan MYLT/O= ENRON/OU=NA/CN=RECIPIENTS/CN =MPARKER4&gt;	null	null	null	null	UNANN	6545380	null	null	null	null
205	23724	1	3	0	4101623	X-To : Ward , Kim S ( Houston ) MYLT/O= ENRON/OU=NA/CN=RECIPIENTS/CN = Kward &gt;	null	null	null	null	UNANN	6545381	null	null	null	null
205	23724	1	4	0	4101624	Wed , 28 Nov 2001 08:38:25 -0600	null	null	null	null	UNANN	6545382	null	null	null	null
205	23724	1	5	0	4101625	Kim :	null	null	null	null	UNANN	6545383	null	null	null	null
205	23724	1	6	0	4101626	I have completed the invoices for April, May and June and we owe Pasadena each month for a total of $3,615,910.62 .	null	null	null	null	UNANN	6545384	null	null	null	null
205	23724	1	6	0	4101626	I have completed the invoices for April, May and June and we owe Pasadena each month for a total of $3,615,910.62 .	11352	complete.v	165	Activity_finish	MANUAL	6548431	7	15	KmG	completed
205	23724	1	6	0	4101626	I have completed the invoices for April, May and June and we owe Pasadena each month for a total of $3,615,910.62 .	4647	May.n	229	Calendric_unit	MANUAL	6548432	41	43	JKs	May
205	23724	1	6	0	4101626	I have completed the invoices for April, May and June and we owe Pasadena each month for a total of $3,615,910.62 .	4648	June.n	229	Calendric_unit	MANUAL	6548433	49	52	JKs	June
205	23724	1	6	0	4101626	I have completed the invoices for April, May and June and we owe Pasadena each month for a total of $3,615,910.62 .	4068	month.n	229	Calendric_unit	MANUAL	6548434	79	83	JKs	month
205	23724	1	6	0	4101626	I have completed the invoices for April, May and June and we owe Pasadena each month for a total of $3,615,910.62 .	8507	total.n	602	Amounting_to	MANUAL	6548435	91	95	JKs	total
205	23724	2	6	0	4101627	I am waiting to hear back from Patti on May and June to make sure they are okay with her .	null	null	null	null	UNANN	6545385	null	null	null	null
205	23724	2	6	0	4101627	I am waiting to hear back from Patti on May and June to make sure they are okay with her .	12449	wait.v	1561	Waiting	MANUAL	6548436	5	11	JKs	waiting
205	23724	2	6	0	4101627	I am waiting to hear back from Patti on May and June to make sure they are okay with her .	4647	May.n	229	Calendric_unit	MANUAL	6548437	40	42	JKs	May
205	23724	2	6	0	4101627	I am waiting to hear back from Patti on May and June to make sure they are okay with her .	4648	June.n	229	Calendric_unit	MANUAL	6548438	48	51	JKs	June
205	23724	2	6	0	4101627	I am waiting to hear back from Patti on May and June to make sure they are okay with her .	13941	make	1230	Verification	MANUAL	6548439	56	59	EGp	make
205	23724	2	6	0	4101627	I am waiting to hear back from Patti on May and June to make sure they are okay with her .	13941	make	1230	Verification	MANUAL	6548439	61	64	EGp	sure
205	23724	2	6	0	4101627	I am waiting to hear back from Patti on May and June to make sure they are okay with her .	6293	okay.a	354	Desirability	MANUAL	6548442	75	78	JKs	okay
205	23724	2	6	0	4101627	I am waiting to hear back from Patti on May and June to make sure they are okay with her .	541	hear.v	37	Hearsay	MANUAL	6548443	16	19	JKs	hear
205	23724	3	6	0	4101628	Do you want me to pay Pasadena on Friday for these months or do you want me to hold off until I finish July and August ?	null	null	null	null	UNANN	6545386	null	null	null	null
205	23724	3	6	0	4101628	Do you want me to pay Pasadena on Friday for these months or do you want me to hold off until I finish July and August ?	6412	want.v	366	Desiring	MANUAL	6548444	7	10	JKs	want
205	23724	3	6	0	4101628	Do you want me to pay Pasadena on Friday for these months or do you want me to hold off until I finish July and August ?	3083	pay.v	180	Commerce_pay	MANUAL	6548445	18	20	JKs	pay
205	23724	3	6	0	4101628	Do you want me to pay Pasadena on Friday for these months or do you want me to hold off until I finish July and August ?	3999	Friday.n	229	Calendric_unit	MANUAL	6548446	34	39	JKs	Friday
205	23724	3	6	0	4101628	Do you want me to pay Pasadena on Friday for these months or do you want me to hold off until I finish July and August ?	4068	month.n	229	Calendric_unit	MANUAL	6548447	51	56	JKs	months
205	23724	3	6	0	4101628	Do you want me to pay Pasadena on Friday for these months or do you want me to hold off until I finish July and August ?	6412	want.v	366	Desiring	MANUAL	6548448	68	71	JKs	want
205	23724	3	6	0	4101628	Do you want me to pay Pasadena on Friday for these months or do you want me to hold off until I finish July and August ?	12502	hold	1576	Holding_off_on	MANUAL	6548449	79	82	EGp	hold
205	23724	3	6	0	4101628	Do you want me to pay Pasadena on Friday for these months or do you want me to hold off until I finish July and August ?	12502	hold	1576	Holding_off_on	MANUAL	6548449	84	86	EGp	off
205	23724	3	6	0	4101628	Do you want me to pay Pasadena on Friday for these months or do you want me to hold off until I finish July and August ?	4483	finish.v	165	Activity_finish	MANUAL	6548450	96	101	JKs	finish
